,PMID,Eligible,Model,Disease,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
1237,31195637,Yes,Time Series,Malaria,"A Dynamical and Zero-Inflated Negative Binomial Regression Modelling of Malaria Incidence in Limpopo Province, South Africa","Abiodun GJ, Makinde OS, Adeola AM, Njabo KY, Witbooi PJ, Djidjou-Demasse R, Botai JO.",Int J Environ Res Public Health. 2019 Jun 5;16(11):2000. doi: 10.3390/ijerph16112000.,Abiodun GJ,Int J Environ Res Public Health,2019,2019/06/15,PMC6603991,,10.3390/ijerph16112000
1238,30665426,Yes,Agent-based,Campylobacter,"Climate, human behaviour or environment: individual-based modelling of Campylobacter seasonality and strategies to reduce disease burden","Rushton SP, Sanderson RA, Diggle PJ, Shirley MDF, Blain AP, Lake I, Maas JA, Reid WDK, Hardstaff J, Williams N, Jones NR, Rigby D, Strachan NJC, Forbes KJ, Hunter PR, Humphrey TJ, O'Brien SJ.",J Transl Med. 2019 Jan 21;17(1):34. doi: 10.1186/s12967-019-1781-y.,Rushton SP,J Transl Med,2019,2019/01/23,PMC6341592,,10.1186/s12967-019-1781-y
1239,31039734,Yes,Spatiotemporal,TB and mycobacteria,"Spatiotemporal epidemiology of, and factors associated with, the tuberculosis prevalence in northern China, 2010-2014","Wang X, Yin S, Li Y, Wang W, Du M, Guo W, Xue M, Wu J, Liang D, Wang R, Liu D, Chu D.",BMC Infect Dis. 2019 Apr 30;19(1):365. doi: 10.1186/s12879-019-3910-x.,Wang X,BMC Infect Dis,2019,2019/05/02,PMC6492399,,10.1186/s12879-019-3910-x
1240,31887118,Yes,Time Series,Dengue,A dengue fever predicting model based on Baidu search index data and climate data in South China,"Liu D, Guo S, Zou M, Chen C, Deng F, Xie Z, Hu S, Wu L.",PLoS One. 2019 Dec 30;14(12):e0226841. doi: 10.1371/journal.pone.0226841. eCollection 2019.,Liu D,PLoS One,2019,2019/12/31,PMC6936853,,10.1371/journal.pone.0226841
1241,31690844,Yes,Agent-based,Ebola,Risk assessment of Ebola virus disease spreading in Uganda using a two-layer temporal network,"Riad MH, Sekamatte M, Ocom F, Makumbi I, Scoglio CM.",Sci Rep. 2019 Nov 5;9(1):16060. doi: 10.1038/s41598-019-52501-1.,Riad MH,Sci Rep,2019,2019/11/07,PMC6831630,,10.1038/s41598-019-52501-1
1242,30868999,Yes,Time Series,HFMD,"Time-series modelling and forecasting of hand, foot and mouth disease cases in China from 2008 to 2018","Tian CW, Wang H, Luo XM.",Epidemiol Infect. 2019 Jan;147:e82. doi: 10.1017/S095026881800362X.,Tian CW,Epidemiol Infect,2019,2019/03/15,PMC6518604,,10.1017/S095026881800362X
1243,31290184,Yes,Time Series,Measles,Estimation and prediction for a mechanistic model of measles transmission using particle filtering and maximum likelihood estimation,"Eilertson KE, Fricks J, Ferrari MJ.",Stat Med. 2019 Sep 20;38(21):4146-4158. doi: 10.1002/sim.8290. Epub 2019 Jul 9.,Eilertson KE,Stat Med,2019,2019/07/11,PMC6771900,,10.1002/sim.8290
1244,31120877,Yes,Agent-based,General (theoretical model),Epidemic prevalence information on social networks can mediate emergent collective outcomes in voluntary vaccine schemes,"Sharma A, Menon SN, Sasidevan V, Sinha S.",PLoS Comput Biol. 2019 May 23;15(5):e1006977. doi: 10.1371/journal.pcbi.1006977. eCollection 2019 May.,Sharma A,PLoS Comput Biol,2019,2019/05/24,PMC6532839,,10.1371/journal.pcbi.1006977
1245,30869028,Yes,Spatiotemporal,Hepatitis B,Spatiotemporal patterns and risk factors concerning hepatitis B virus infections in the Beijing-Tianjin-Hebei area of China,"Xu CD, Xiao GX, Li JM, Cao HX.",Epidemiol Infect. 2019 Jan;147:e110. doi: 10.1017/S0950268818003412.,Xu CD,Epidemiol Infect,2019,2019/03/15,PMC6518523,,10.1017/S0950268818003412
1246,30674890,Yes,Time Series,HIV,Using Baidu Search Engine to Monitor AIDS Epidemics Inform for Targeted intervention of HIV/AIDS in China,"Li K, Liu M, Feng Y, Ning C, Ou W, Sun J, Wei W, Liang H, Shao Y.",Sci Rep. 2019 Jan 23;9(1):320. doi: 10.1038/s41598-018-35685-w.,Li K,Sci Rep,2019,2019/01/25,PMC6344537,,10.1038/s41598-018-35685-w
1247,31752895,Yes,Agent-based,TB and mycobacteria,Profiling Mycobacterium tuberculosis transmission and the resulting disease burden in the five highest tuberculosis burden countries,"Ragonnet R, Trauer JM, Geard N, Scott N, McBryde ES.",BMC Med. 2019 Nov 22;17(1):208. doi: 10.1186/s12916-019-1452-0.,Ragonnet R,BMC Med,2019,2019/11/23,PMC6873722,,10.1186/s12916-019-1452-0
1248,31048894,Yes,Spatiotemporal,TB and mycobacteria,"Spatiotemporal patterns and ecological factors of tuberculosis notification: A spatial panel data analysis in Guangxi, China","Cui Z, Lin D, Chongsuvivatwong V, Zhao J, Lin M, Ou J, Zhao J.",PLoS One. 2019 May 2;14(5):e0212051. doi: 10.1371/journal.pone.0212051. eCollection 2019.,Cui Z,PLoS One,2019,2019/05/04,PMC6497253,,10.1371/journal.pone.0212051
1249,30987085,Yes,Spatiotemporal,HFMD,"Spatiotemporal Distribution of Hand, Foot, and Mouth Disease in Guangdong Province, China and Potential Predictors, 2009⁻2012","Wang Y, Lai Y, Du Z, Zhang W, Feng C, Li R, Hao Y.",Int J Environ Res Public Health. 2019 Apr 3;16(7):1191. doi: 10.3390/ijerph16071191.,Wang Y,Int J Environ Res Public Health,2019,2019/04/17,PMC6480297,,10.3390/ijerph16071191
1250,30824756,Yes,Time Series,Influenza illnesses,Predicting seasonal influenza epidemics using cross-hemisphere influenza surveillance data and local internet query data,"Zhang Y, Yakob L, Bonsall MB, Hu W.",Sci Rep. 2019 Mar 1;9(1):3262. doi: 10.1038/s41598-019-39871-2.,Zhang Y,Sci Rep,2019,2019/03/03,PMC6397245,,10.1038/s41598-019-39871-2
1251,30802984,Yes,Time Series,Unspecified (super-category),Increasing incidence of IV-drug use associated endocarditis in southern West Virginia and potential economic impact,"Bates MC, Annie F, Jha A, Kerns F.",Clin Cardiol. 2019 Apr;42(4):432-437. doi: 10.1002/clc.23162. Epub 2019 Mar 14.,Bates MC,Clin Cardiol,2019,2019/02/26,PMC6482850,NIHMS1024046,10.1002/clc.23162
1252,31237087,Yes,Time Series,Multiple different agents,Associations between common respiratory viruses and invasive group A streptococcal infection: A time-series analysis,"de Gier B, Vlaminckx BJM, Woudt SHS, van Sorge NM, van Asten L.",Influenza Other Respir Viruses. 2019 Sep;13(5):453-458. doi: 10.1111/irv.12658. Epub 2019 Jun 25.,de Gier B,Influenza Other Respir Viruses,2019,2019/06/26,PMC6692538,,10.1111/irv.12658
1253,30893294,Yes,Agent-based,Dengue,An agent-based model of dengue virus transmission shows how uncertainty about breakthrough infections influences vaccination impact projections,"Perkins TA, Reiner RC Jr, España G, Ten Bosch QA, Verma A, Liebman KA, Paz-Soldan VA, Elder JP, Morrison AC, Stoddard ST, Kitron U, Vazquez-Prokopec GM, Scott TW, Smith DL.",PLoS Comput Biol. 2019 Mar 20;15(3):e1006710. doi: 10.1371/journal.pcbi.1006710. eCollection 2019 Mar.,Perkins TA,PLoS Comput Biol,2019,2019/03/21,PMC6443188,,10.1371/journal.pcbi.1006710
1254,31063086,Yes,Time Series,Bordetella pertussis,Estimating seasonal variation in Australian pertussis notifications from 1991 to 2016: evidence of spring to summer peaks,"Leong RNF, Wood JG, Turner RM, Newall AT.",Epidemiol Infect. 2019 Jan;147:e155. doi: 10.1017/S0950268818003680.,Leong RNF,Epidemiol Infect,2019,2019/05/08,PMC6518527,,10.1017/S0950268818003680
1255,31703720,Yes,Spatiotemporal,Leishmaniasis,"Risk factors and predicted distribution of visceral leishmaniasis in the Xinjiang Uygur Autonomous Region, China, 2005-2015","Ding F, Wang Q, Fu J, Chen S, Hao M, Ma T, Zheng C, Jiang D.",Parasit Vectors. 2019 Nov 8;12(1):528. doi: 10.1186/s13071-019-3778-z.,Ding F,Parasit Vectors,2019,2019/11/10,PMC6839266,,10.1186/s13071-019-3778-z
1256,31182036,Yes,Time Series,Streptococcus,The impact of childhood pneumococcal vaccination on hospital admissions in England: a whole population observational study,"Shiri T, McCarthy ND, Petrou S.",BMC Infect Dis. 2019 Jun 10;19(1):510. doi: 10.1186/s12879-019-4119-8.,Shiri T,BMC Infect Dis,2019,2019/06/12,PMC6558731,,10.1186/s12879-019-4119-8
1257,31382959,Yes,Agent-based,TB and mycobacteria,Informing decision-making for universal access to quality tuberculosis diagnosis in India: an economic-epidemiological model,"Sohn H, Kasaie P, Kendall E, Gomez GB, Vassall A, Pai M, Dowdy D.",BMC Med. 2019 Aug 6;17(1):155. doi: 10.1186/s12916-019-1384-8.,Sohn H,BMC Med,2019,2019/08/07,PMC6683370,,10.1186/s12916-019-1384-8
1258,31784563,Yes,Time Series,Malaria,Malaria predictions based on seasonal climate forecasts in South Africa: A time series distributed lag nonlinear model,"Kim Y, Ratnam JV, Doi T, Morioka Y, Behera S, Tsuzuki A, Minakawa N, Sweijd N, Kruger P, Maharaj R, Imai CC, Ng CFS, Chung Y, Hashizume M.",Sci Rep. 2019 Nov 29;9(1):17882. doi: 10.1038/s41598-019-53838-3.,Kim Y,Sci Rep,2019,2019/12/01,PMC6884483,,10.1038/s41598-019-53838-3
1259,30642334,Yes,Compartmental,General (theoretical model),Assessing parameter identifiability in compartmental dynamic models using a computational approach: application to infectious disease transmission models,"Roosa K, Chowell G.",Theor Biol Med Model. 2019 Jan 14;16(1):1. doi: 10.1186/s12976-018-0097-6.,Roosa K,Theor Biol Med Model,2019,2019/01/16,PMC6332839,,10.1186/s12976-018-0097-6
1260,31229233,Yes,Spatiotemporal,Malaria,"Mapping the global endemicity and clinical burden of Plasmodium vivax, 2000-17: a spatial and temporal modelling study","Battle KE, Lucas TCD, Nguyen M, Howes RE, Nandi AK, Twohig KA, Pfeffer DA, Cameron E, Rao PC, Casey D, Gibson HS, Rozier JA, Dalrymple U, Keddie SH, Collins EL, Harris JR, Guerra CA, Thorn MP, Bisanzio D, Fullman N, Huynh CK, Kulikoff X, Kutz MJ, Lopez AD, Mokdad AH, Naghavi M, Nguyen G, Shackelford KA, Vos T, Wang H, Lim SS, Murray CJL, Price RN, Baird JK, Smith DL, Bhatt S, Weiss DJ, Hay SI, Gething PW.",Lancet. 2019 Jul 27;394(10195):332-343. doi: 10.1016/S0140-6736(19)31096-7. Epub 2019 Jun 19.,Battle KE,Lancet,2019,2019/06/24,PMC6675736,EMS83853,10.1016/S0140-6736(19)31096-7
1261,31322439,Yes,Time Series,Unspecified (super-category),Modeling Future Projections of Temperature-Related Excess Morbidity due to Infectious Gastroenteritis under Climate Change Conditions in Japan,"Onozuka D, Gasparrini A, Sera F, Hashizume M, Honda Y.",Environ Health Perspect. 2019 Jul;127(7):77006. doi: 10.1289/EHP4731. Epub 2019 Jul 19.,Onozuka D,Environ Health Perspect,2019,2019/07/20,PMC6792379,,10.1289/EHP4731
1262,31765386,Yes,Time Series,Influenza illnesses,Forecasting type-specific seasonal influenza after 26 weeks in the United States using influenza activities in other countries,"Choi SB, Kim J, Ahn I.",PLoS One. 2019 Nov 25;14(11):e0220423. doi: 10.1371/journal.pone.0220423. eCollection 2019.,Choi SB,PLoS One,2019,2019/11/26,PMC6876883,,10.1371/journal.pone.0220423
1263,30914669,Yes,Agent-based,Ebola,Utilizing general human movement models to predict the spread of emerging infectious diseases in resource poor settings,"Kraemer MUG, Golding N, Bisanzio D, Bhatt S, Pigott DM, Ray SE, Brady OJ, Brownstein JS, Faria NR, Cummings DAT, Pybus OG, Smith DL, Tatem AJ, Hay SI, Reiner RC Jr.",Sci Rep. 2019 Mar 26;9(1):5151. doi: 10.1038/s41598-019-41192-3.,Kraemer MUG,Sci Rep,2019,2019/03/28,PMC6435716,,10.1038/s41598-019-41192-3
1264,30921386,Yes,Compartmental,Zika,Investigating the probability of establishment of Zika virus and detection through mosquito surveillance under different temperature conditions,"Tramonte AR, Christofferson RC.",PLoS One. 2019 Mar 28;14(3):e0214306. doi: 10.1371/journal.pone.0214306. eCollection 2019.,Tramonte AR,PLoS One,2019,2019/03/29,PMC6438564,,10.1371/journal.pone.0214306
1265,31260441,Yes,Agent-based,Dengue,Model-based assessment of public health impact and cost-effectiveness of dengue vaccination following screening for prior exposure,"España G, Yao Y, Anderson KB, Fitzpatrick MC, Smith DL, Morrison AC, Wilder-Smith A, Scott TW, Perkins TA.",PLoS Negl Trop Dis. 2019 Jul 1;13(7):e0007482. doi: 10.1371/journal.pntd.0007482. eCollection 2019 Jul.,España G,PLoS Negl Trop Dis,2019,2019/07/02,PMC6625736,,10.1371/journal.pntd.0007482
1266,31053075,Yes,Agent-based,Malaria,Designing malaria surveillance strategies for mobile and migrant populations in Nepal: a mixed-methods study,"Smith JL, Ghimire P, Rijal KR, Maglior A, Hollis S, Andrade-Pacheco R, Das Thakur G, Adhikari N, Thapa Shrestha U, Banjara MR, Lal BK, Jacobson JO, Bennett A.",Malar J. 2019 May 3;18(1):158. doi: 10.1186/s12936-019-2791-1.,Smith JL,Malar J,2019,2019/05/05,PMC6500027,,10.1186/s12936-019-2791-1
1267,30777016,Yes,Spatiotemporal,Resistant bacteria,Geographic surveillance of community associated MRSA infections in children using electronic health record data,"Immergluck LC, Leong T, Malhotra K, Parker TC, Ali F, Jerris RC, Rust GS.",BMC Infect Dis. 2019 Feb 18;19(1):170. doi: 10.1186/s12879-019-3682-3.,Immergluck LC,BMC Infect Dis,2019,2019/02/20,PMC6378744,,10.1186/s12879-019-3682-3
1268,31496766,Yes,Compartmental,Norovirus,Application of the susceptible-infected-recovered deterministic model in a GII.P17 emergent norovirus strain outbreak in Romania in 2015,"Popovici ED, Negru DG, Olariu T, Nagy M, Dinu S, Oprisan G, Zota L, Baditoiu LM.",Infect Drug Resist. 2019 Aug 16;12:2543-2551. doi: 10.2147/IDR.S204175. eCollection 2019.,Popovici ED,Infect Drug Resist,2019,2019/09/10,PMC6701636,,10.2147/IDR.S204175
1269,31200692,Yes,Time Series,Zika,Use of Twitter data to improve Zika virus surveillance in the United States during the 2016 epidemic,"Masri S, Jia J, Li C, Zhou G, Lee MC, Yan G, Wu J.",BMC Public Health. 2019 Jun 14;19(1):761. doi: 10.1186/s12889-019-7103-8.,Masri S,BMC Public Health,2019,2019/06/16,PMC6570872,,10.1186/s12889-019-7103-8
1270,31036482,Yes,Spatiotemporal,HIV,Potential for additional government spending on HIV/AIDS in 137 low-income and middle-income countries: an economic modelling study,"Haakenstad A, Moses MW, Tao T, Tsakalos G, Zlavog B, Kates J, Wexler A, Murray CJL, Dieleman JL.",Lancet HIV. 2019 Jun;6(6):e382-e395. doi: 10.1016/S2352-3018(19)30038-4. Epub 2019 Apr 26.,Haakenstad A,Lancet HIV,2019,2019/05/01,PMC6540601,,10.1016/S2352-3018(19)30038-4
1271,31088391,Yes,Time Series,Brucellosis,Time series analysis of human brucellosis in mainland China by using Elman and Jordan recurrent neural networks,"Wu W, An SY, Guan P, Huang DS, Zhou BS.",BMC Infect Dis. 2019 May 14;19(1):414. doi: 10.1186/s12879-019-4028-x.,Wu W,BMC Infect Dis,2019,2019/05/16,PMC6518525,,10.1186/s12879-019-4028-x
1272,31344062,Yes,Time Series,Malaria,Trends in reported malaria cases and the effects of malaria control in the Democratic Republic of the Congo,"Lechthaler F, Matthys B, Lechthaler-Felber G, Likwela JL, Mavoko HM, Rika JM, Mutombo MM, Ruckstuhl L, Barczyk J, Shargie E, Prytherch H, Lengeler C.",PLoS One. 2019 Jul 25;14(7):e0219853. doi: 10.1371/journal.pone.0219853. eCollection 2019.,Lechthaler F,PLoS One,2019,2019/07/26,PMC6658057,,10.1371/journal.pone.0219853
1273,31671446,Yes,Spatiotemporal,Meningococcus,Spatiotemporal Analysis of Serogroup C Meningococcal Meningitis Spread in Niger and Nigeria and Implications for Epidemic Response,"Cooper LV, Ronveaux O, Fernandez K, Lingani C, Goumbi K, Ihekweazu C, Preziosi MP, Durupt A, Trotter CL.",J Infect Dis. 2019 Oct 31;220(220 Suppl 4):S244-S252. doi: 10.1093/infdis/jiz343.,Cooper LV,J Infect Dis,2019,2019/11/01,PMC6822969,,10.1093/infdis/jiz343
1274,30764779,Yes,Time Series,Influenza illnesses,Comparison of influenza disease burden in older populations of Hong Kong and Brisbane: the impact of influenza and pneumococcal vaccination,"Yang L, Chan KP, Wong CM, Chiu SSS, Magalhaes RJS, Thach TQ, Peiris JSM, Clements ACA, Hu W.",BMC Infect Dis. 2019 Feb 14;19(1):162. doi: 10.1186/s12879-019-3735-7.,Yang L,BMC Infect Dis,2019,2019/02/16,PMC6376732,,10.1186/s12879-019-3735-7
1275,31169135,Yes,Time Series,Measles,Worldwide trend in measles incidence from 1980 to 2016: A pooled analysis of evidence from 194 WHO Member States,"Krishnamoorthy Y, Sakthivel M, Eliyas SK, Surendran G, Sarveswaran G.",J Postgrad Med. 2019 Jul-Sep;65(3):160-163. doi: 10.4103/jpgm.JPGM_508_18.,Krishnamoorthy Y,J Postgrad Med,2019,2019/06/07,PMC6659435,,10.4103/jpgm.JPGM_508_18
1276,31323025,Yes,Time Series,Influenza illnesses,Seasonality of influenza and its association with meteorological parameters in two cities of Pakistan: A time series analysis,"Nisar N, Badar N, Aamir UB, Yaqoob A, Tripathy JP, Laxmeshwar C, Munir F, Zaidi SSZ.",PLoS One. 2019 Jul 19;14(7):e0219376. doi: 10.1371/journal.pone.0219376. eCollection 2019.,Nisar N,PLoS One,2019,2019/07/20,PMC6641468,,10.1371/journal.pone.0219376
1277,31067679,Yes,Agent-based,HIV,Estimated Impact of Targeted Pre-Exposure Prophylaxis: Strategies for Men Who Have Sex with Men in the United States,"Elion RA, Kabiri M, Mayer KH, Wohl DA, Cohen J, Beaubrun AC, Altice FL.",Int J Environ Res Public Health. 2019 May 7;16(9):1592. doi: 10.3390/ijerph16091592.,Elion RA,Int J Environ Res Public Health,2019,2019/05/10,PMC6539923,,10.3390/ijerph16091592
1278,31601887,Yes,Time Series,HFRS,"Epidemiological and time series analysis of haemorrhagic fever with renal syndrome from 2004 to 2017 in Shandong Province, China","Zhang C, Fu X, Zhang Y, Nie C, Li L, Cao H, Wang J, Wang B, Yi S, Ye Z.",Sci Rep. 2019 Oct 10;9(1):14644. doi: 10.1038/s41598-019-50878-7.,Zhang C,Sci Rep,2019,2019/10/12,PMC6787217,,10.1038/s41598-019-50878-7
1279,31311945,Yes,Spatiotemporal,Vector,Estimating Spatio-Temporal Dynamics of Aedes Albopictus Dispersal to Guide Control Interventions in Case of Exotic Arboviruses in Temperate Regions,"Marini F, Caputo B, Pombi M, Travaglio M, Montarsi F, Drago A, Rosà R, Manica M, Della Torre A.",Sci Rep. 2019 Jul 16;9(1):10281. doi: 10.1038/s41598-019-46466-4.,Marini F,Sci Rep,2019,2019/07/18,PMC6635400,,10.1038/s41598-019-46466-4
1280,31319532,Yes,Spatiotemporal,General (theoretical model),Exploring the Relevance of Green Space and Epidemic Diseases Based on Panel Data in China from 2007 to 2016,"Liu L, Zhong Y, Ao S, Wu H.",Int J Environ Res Public Health. 2019 Jul 17;16(14):2551. doi: 10.3390/ijerph16142551.,Liu L,Int J Environ Res Public Health,2019,2019/07/20,PMC6679052,,10.3390/ijerph16142551
1281,31484519,Yes,Spatiotemporal,Malaria,Comparison of malaria incidence rates and socioeconomic-environmental factors between the states of Acre and Rondônia: a spatio-temporal modelling study,"de Oliveira Padilha MA, de Oliveira Melo J, Romano G, de Lima MVM, Alonso WJ, Sallum MAM, Laporta GZ.",Malar J. 2019 Sep 4;18(1):306. doi: 10.1186/s12936-019-2938-0.,de Oliveira Padilha MA,Malar J,2019,2019/09/06,PMC6727495,,10.1186/s12936-019-2938-0
1282,30865618,Yes,Spatiotemporal,West Nile virus,A spatio-temporal individual-based network framework for West Nile virus in the USA: Spreading pattern of West Nile virus,"Moon SA, Cohnstaedt LW, McVey DS, Scoglio CM.",PLoS Comput Biol. 2019 Mar 13;15(3):e1006875. doi: 10.1371/journal.pcbi.1006875. eCollection 2019 Mar.,Moon SA,PLoS Comput Biol,2019,2019/03/14,PMC6433293,,10.1371/journal.pcbi.1006875
1283,31655546,Yes,Spatiotemporal,Zika,Spatiotemporal multi-disease transmission dynamic measure for emerging diseases: an application to dengue and zika integrated surveillance in Thailand,"Rotejanaprasert C, Lawson AB, Iamsirithaworn S.",BMC Med Res Methodol. 2019 Oct 26;19(1):200. doi: 10.1186/s12874-019-0833-6.,Rotejanaprasert C,BMC Med Res Methodol,2019,2019/10/28,PMC6815359,,10.1186/s12874-019-0833-6
1284,31362754,Yes,Spatiotemporal,Canine heartworm,Regional and local temporal trends in the prevalence of canine heartworm infection in the contiguous United States: 2012-2018,"Self SW, Pulaski CN, McMahan CS, Brown DA, Yabsley MJ, Gettings JR.",Parasit Vectors. 2019 Jul 30;12(1):380. doi: 10.1186/s13071-019-3633-2.,Self SW,Parasit Vectors,2019,2019/08/01,PMC6668072,,10.1186/s13071-019-3633-2
1285,31440067,Yes,Time Series,TB and mycobacteria,Forecasting the seasonality and trend of pulmonary tuberculosis in Jiangsu Province of China using advanced statistical time-series analyses,"Liu Q, Li Z, Ji Y, Martinez L, Zia UH, Javaid A, Lu W, Wang J.",Infect Drug Resist. 2019 Jul 26;12:2311-2322. doi: 10.2147/IDR.S207809. eCollection 2019.,Liu Q,Infect Drug Resist,2019,2019/08/24,PMC6666376,,10.2147/IDR.S207809
